---,ObjectModel,Category,Icon,SubCategory,SocketClassIDs,PlugClassIDs,NiceName,bShowInDrawer,VariantOf
^S_ARCHM,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_ARCH.S_ARCH'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_ARCHM.S_ARCHM'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH (MID)","False","^S_ARCH"
^S_ARCHM_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_ARCH_H.S_ARCH_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_ARCHM_H.S_ARCHM_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","STONE HALF ARCH (MID)","False","^S_ARCH_H"
^S_ARCHT,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_ARCH.S_ARCH'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_ARCHT.S_ARCHT'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH (TOP)","False","^S_ARCH"
^S_ARCHT_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_ARCH_H.S_ARCH_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_ARCHT_H.S_ARCHT_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","STONE HALF ARCH (TOP)","False","^S_ARCH_H"
^S_ARCH_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_ARCH_H.S_ARCH_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_ARCH_H.S_ARCH_H'","Walls, Doors and Windows","(""WALL_H"")","(""WALL_H_to_WALL_H"",""WALL_H_to_WALL_H_Top"",""WALL_H_to_WALL_H_Bottom"",""WALL_H_to_FLOOR"")","STONE HALF ARCH","True","None"
^S_BAR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BAR.S_BAR'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BAR.S_BAR'","Interior Decoration","","(""PROP"")","GOLDEN COUNTER","True","None"
^S_BARREL1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BARREL1.S_BARREL1'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BARREL1.S_BARREL1'","Structural Adornments","","(""PROP"")","SEALED BARREL","True","None"
^S_BARRIER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BARRIER.S_BARRIER'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BARRIER.S_BARRIER'","Construction Parts","","(""PROP"")","BARRICADE","True","None"
^S_BARSTOOL0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BARSTOOL0.S_BARSTOOL0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BARSTOOL0.S_BARSTOOL0'","Interior Decoration","","(""PROP"")","ORNATE STOOL","True","None"
^S_BARTABLE0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BARTABLE0.S_BARTABLE0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BARTABLE0.S_BARTABLE0'","Interior Decoration","","(""PROP"")","GOLDEN TABLE","True","None"
^S_BARTAPS0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BARTAPS0.S_BARTAPS0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BARTAPS0.S_BARTAPS0'","Interior Decoration","","(""PROP"")","VINTAGE TAP","True","None"
^S_BAR_C,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BAR_C.S_BAR_C'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BAR_C.S_BAR_C'","Interior Decoration","","(""PROP"")","GOLDEN COUNTER CORNER","True","None"
^S_BAR_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BAR_H.S_BAR_H'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BAR_H.S_BAR_H'","Interior Decoration","","(""PROP"")","GOLDEN HALF COUNTER","True","None"
^S_BRICKSWRAPPED,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BRICKSWRAPPED.S_BRICKSWRAPPED'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BRICKSWRAPPED.S_BRICKSWRAPPED'","Construction Parts","","(""PROP"")","COVERED BRICK PILE","True","None"
^S_BUCKET_M,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BUCKET_M.S_BUCKET_M'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BUCKET_M.S_BUCKET_M'","Construction Parts","","(""PROP"")","TALL BUCKET","True","None"
^S_BUCKET_S,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BUCKET_S.S_BUCKET_S'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BUCKET_S.S_BUCKET_S'","Construction Parts","","(""PROP"")","PAIL","True","None"
^S_BURNER0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_BURNER0.S_BURNER0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_BURNER0.S_BURNER0'","Interior Decoration","","(""PROP"")","OIL BURNER","True","None"
^S_CANISTER0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CANISTER0.S_CANISTER0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CANISTER0.S_CANISTER0'","Interior Decoration","","(""PROP"")","REINFORCED CAPSULE","True","None"
^S_CANISTER1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CANISTER1.S_CANISTER1'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CANISTER1.S_CANISTER1'","Decorative Technology","","(""PROP"")","GAS CANISTER","True","None"
^S_CANOPY_WALL0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CANOPY_WALL0.S_CANOPY_WALL0'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CANOPY_WALL0.S_CANOPY_WALL0'","Structural Adornments","","(""PROP"")","CANVAS AWNING","True","None"
^S_CANOPY_WALL1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CANOPY_WALL1.S_CANOPY_WALL1'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CANOPY_WALL1.S_CANOPY_WALL1'","Structural Adornments","","(""PROP"")","TWIN FLAG AWNING","True","None"
^S_CANOPY_WALL2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CANOPY_WALL2.S_CANOPY_WALL2'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CANOPY_WALL2.S_CANOPY_WALL2'","Structural Adornments","","(""PROP"")","QUAD FLAG AWNING","True","None"
^S_CARRIAGE,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CARRIAGE.S_CARRIAGE'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CARRIAGE.S_CARRIAGE'","Structural Adornments","","(""PROP"")","DRAWN CART","True","None"
^S_CARRIAGEWHEEL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CARRIAGEWHEEL.S_CARRIAGEWHEEL'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CARRIAGEWHEEL.S_CARRIAGEWHEEL'","Structural Adornments","","(""PROP"")","CART WHEEL","True","None"
^S_CEMENTBAG,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CEMENTBAG.S_CEMENTBAG'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CEMENTBAG.S_CEMENTBAG'","Construction Parts","","(""PROP"")","CEMENT BAG","True","None"
^S_CEMENTMIXER,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CEMENTMIXER.S_CEMENTMIXER'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CEMENTMIXER.S_CEMENTMIXER'","Construction Parts","","(""PROP"")","CEMENT MIXER","True","None"
^S_CHAIR0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHAIR0.S_CHAIR0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHAIR0.S_CHAIR0'","Interior Decoration","","(""PROP"")","UPHOLSTERED CHAIR","True","None"
^S_CHEV_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_DOOR.S_CHEV_DOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_DOOR.S_CHEV_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED STONE DOOR","True","None"
^S_CHEV_WALL,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_WALL.S_CHEV_WALL'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_WALL.S_CHEV_WALL'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED STONE WALL","True","None"
^S_CHEV_WALL_H_C,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_WALL_H_C.S_CHEV_WALL_H_C'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_WALL_H_C.S_CHEV_WALL_H_C'","Walls, Doors and Windows","(""LEGACYWALLHALF"")","(""LEGACYWALLHALF"")","EXTRUDED STONE WALL CAP","True","None"
^S_CHEV_WIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_WIN0.S_CHEV_WIN0'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_WIN0.S_CHEV_WIN0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED PANELLED STONE WALL","True","None"
^S_CHEV_WIN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_WIN1.S_CHEV_WIN1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_WIN1.S_CHEV_WIN1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED STONE LARGE WINDOW","True","None"
^S_CHEV_WIN2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CHEV_WIN2.S_CHEV_WIN2'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CHEV_WIN2.S_CHEV_WIN2'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","EXTRUDED STONE SMALL WINDOW","True","None"
^S_COMPOSTBIN,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_COMPOSTBIN.S_COMPOSTBIN'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_COMPOSTBIN.S_COMPOSTBIN'","Structural Adornments","","(""PROP"")","COMPOSTER","True","None"
^S_CONTAINER0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER0.S_CONTAINER0'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER0.S_CONTAINER0'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER1.S_CONTAINER1'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER1.S_CONTAINER1'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER2.S_CONTAINER2'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER2.S_CONTAINER2'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER3.S_CONTAINER3'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER3.S_CONTAINER3'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER4.S_CONTAINER4'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER4.S_CONTAINER4'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER5,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER5.S_CONTAINER5'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER5.S_CONTAINER5'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER6,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER6.S_CONTAINER6'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER6.S_CONTAINER6'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER7,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER7.S_CONTAINER7'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER7.S_CONTAINER7'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER8,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER8.S_CONTAINER8'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER8.S_CONTAINER8'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CONTAINER9,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CONTAINER9.S_CONTAINER9'","Advanced Technology","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CONTAINER9.S_CONTAINER9'","Freighter Storage","","","FREIGHTER STORAGE UNIT","True","None"
^S_CRATE0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE0.S_CRATE0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE0.S_CRATE0'","Interior Decoration","","(""PROP"")","SMALL BOX","True","None"
^S_CRATE1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE1.S_CRATE1'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE1.S_CRATE1'","Interior Decoration","","(""PROP"")","LARGE MOULDED CRATE","True","None"
^S_CRATE2,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE2.S_CRATE2'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE2.S_CRATE2'","Interior Decoration","","(""PROP"")","MOULDED CRATE","True","None"
^S_CRATE3,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE3.S_CRATE3'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE3.S_CRATE3'","Interior Decoration","","(""PROP"")","MOULDED LOCKBOX","True","None"
^S_CRATE3OPEN,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE3OPEN.S_CRATE3OPEN'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE3OPEN.S_CRATE3OPEN'","Interior Decoration","","(""PROP"")","OPEN MOULDED LOCKBOX","True","None"
^S_CRATE4,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE4.S_CRATE4'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE4.S_CRATE4'","Interior Decoration","","(""PROP"")","TALL MOULDED LOCKBOX","True","None"
^S_CRATE4OPEN,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE4OPEN.S_CRATE4OPEN'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE4OPEN.S_CRATE4OPEN'","Interior Decoration","","(""PROP"")","OPEN TALL MOULDED LOCKBOX","True","None"
^S_CRATE4OPEN1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CRATE4OPEN1.S_CRATE4OPEN1'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CRATE4OPEN1.S_CRATE4OPEN1'","Interior Decoration","","(""PROP"")","","True","None"
^S_CUP0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CUP0.S_CUP0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CUP0.S_CUP0'","Interior Decoration","","(""PROP"")","VINTAGE TUMBLER","True","None"
^S_CURTAIN0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_CURTAIN0.S_CURTAIN0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_CURTAIN0.S_CURTAIN0'","Interior Decoration","","(""PROP"")","TIED DRAPES","True","None"
^S_DOOR,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR.S_DOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOOR.S_DOOR'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH DOOR","True","None"
^S_DOOR1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR1.S_DOOR1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOOR1.S_DOOR1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE RECTANGULAR DOOR","True","None"
^S_DOORB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR.S_DOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORB0.S_DOORB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH DOOR (BASE)","False","^S_DOOR"
^S_DOORB0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR_H.S_DOOR_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORB0_H.S_DOORB0_H'","Walls, Doors and Windows","","","STONE DOORWAY (BASE)","False","^S_DOOR_H"
^S_DOORB1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR1.S_DOOR1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORB1.S_DOORB1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE RECTANGULAR DOOR (BASE)","False","^S_DOOR1"
^S_DOORM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR.S_DOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORM0.S_DOORM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH DOOR (MID)","False","^S_DOOR"
^S_DOORM0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR_H.S_DOOR_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORM0_H.S_DOORM0_H'","Walls, Doors and Windows","","","STONE DOORWAY (MID)","False","^S_DOOR_H"
^S_DOORM1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR1.S_DOOR1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORM1.S_DOORM1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE RECTANGULAR DOOR (MID)","False","^S_DOOR1"
^S_DOORT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR.S_DOOR'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORT0.S_DOORT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE ARCH DOOR (TOP)","False","^S_DOOR"
^S_DOORT0_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR_H.S_DOOR_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORT0_H.S_DOORT0_H'","Walls, Doors and Windows","","","STONE DOORWAY (TOP)","False","^S_DOOR_H"
^S_DOORT1,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR1.S_DOOR1'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORT1.S_DOORT1'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE RECTANGULAR DOOR (TOP)","False","^S_DOOR1"
^S_DOORWINB0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOORWINDOW.S_DOORWINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORWINB0.S_DOORWINB0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE FRONTAGE (BASE)","False","^S_DOORWINDOW"
^S_DOORWINDOW,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOORWINDOW.S_DOORWINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORWINDOW.S_DOORWINDOW'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE FRONTAGE","True","None"
^S_DOORWINM0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOORWINDOW.S_DOORWINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORWINM0.S_DOORWINM0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE FRONTAGE (MID)","False","^S_DOORWINDOW"
^S_DOORWINT0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOORWINDOW.S_DOORWINDOW'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOORWINT0.S_DOORWINT0'","Walls, Doors and Windows","(""WALL"")","(""WALL_to_WALL"",""WALL_to_WALL_Top"",""WALL_to_WALL_Bottom"",""WALL_to_WALL_H"",""WALL_to_WALL_H_Top"",""WALL_to_FLOOR"",""WALL_to_FLOOR_Q_A"",""WALL_to_FLOOR_Q_B"")","STONE FRONTAGE (TOP)","False","^S_DOORWINDOW"
^S_DOOR_H,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DOOR_H.S_DOOR_H'","Stone Structures","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DOOR_H.S_DOOR_H'","Walls, Doors and Windows","","","STONE DOORWAY","True","None"
^S_DRAPE0,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_DRAPE0.S_DRAPE0'","Furnishings","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_DRAPE0.S_DRAPE0'","Interior Decoration","","(""PROP"")","OPULENT TAPESTRY","True","None"
^S_EXCBUCKET,"StaticMesh'/Game/NMSBaseBuilder/Features/Models/S_EXCBUCKET.S_EXCBUCKET'","Decoration","Texture2D'/Game/NMSBaseBuilder/Features/UI/Icons/S_EXCBUCKET.S_EXCBUCKET'","Construction Parts","","(""PROP"")","EXCAVATION CLAW","True","None"
